budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,Touchstone Pictures,USA,Emile Ardolino,Comedy,71609321,3 Men and a Little Lady,PG,11/21/1990,104,5.3,Tom Selleck,18817,Coline Serreau,1990
22000000,Columbia Pictures Corporation,USA,Mike Nichols,Comedy,37963281,Postcards from the Edge,R,9/14/1990,101,6.7,Meryl Streep,12832,Carrie Fisher,1990
15000000,Devoted Productions,USA,Howard Franklin,Comedy,15260154,Quick Change,R,7/13/1990,89,6.8,Bill Murray,16870,Jay Cronley,1990
0,Hawn / Sylbert Movie Company,USA,Herbert Ross,Comedy,23591472,My Blue Heaven,PG-13,8/17/1990,97,6.2,Steve Martin,16370,Nora Ephron,1990
0,TriStar Pictures,USA,Andrew Bergman,Comedy,21460601,The Freshman,PG,7/27/1990,102,6.5,Marlon Brando,16570,Andrew Bergman,1990
0,Cineplex-Odeon Films,USA,Stephen Frears,Crime,13446769,The Grifters,R,1/25/1991,110,7,Anjelica Huston,22008,Jim Thompson,1990
19000000,88 Productions,USA,Jack Nicholson,Crime,10005969,The Two Jakes,R,8/10/1990,137,6.1,Jack Nicholson,9111,Robert Towne,1990
4000000,Cannon Films,Canada,Deran Sarafian,Action,16853487,Death Warrant,R,9/14/1990,89,5.6,Jean-Claude Van Damme,13783,David S. Goyer,1990
0,Camйra One,France,Jean-Paul Rappeneau,Biography,15140007,Cyrano de Bergerac,PG,12/1/1990,137,7.6,Gйrard Depardieu,19222,Edmond Rostand,1990
0,Sovereign Pictures,USA,Barbet Schroeder,Biography,15445131,Reversal of Fortune,R,11/9/1990,111,7.3,Jeremy Irons,12127,Alan M. Dershowitz,1990
0,Chestnut Hill Productions,USA,Lawrence Kasdan,Comedy,16186793,I Love You to Death,R,4/6/1990,97,6.4,Kevin Kline,11639,John Kostmayer,1990
2500000,Levins-Henenlotter,USA,Frank Henenlotter,Comedy,205068,Frankenhooker,R,6/1/1990,85,6.1,James Lorinz,6877,Robert Martin,1990
0,Concorde Pictures,USA,Mark Griffiths,Action,1494969,A Cry in the Wild,PG,6/1/1990,82,5.4,Jared Rushton,786,Gary Paulsen,1990
0,Granada Television,Ireland,Jim Sheridan,Drama,1414017,The Field,PG-13,1991-03,107,7.4,Richard Harris,4645,Jim Sheridan,1990
20000000,Laurence Mark Productions,USA,James Orr,Comedy,15379253,Mr. Destiny,PG-13,10/12/1990,110,6.3,Jim Belushi,10006,James Orr,1990
0,Pathй Entertainment,USA,Fred Schepisi,Drama,22998000,The Russia House,R,12/21/1990,123,6.1,Sean Connery,12274,John le Carrй,1990
0,New Line Cinema,USA,James D. Parriott,Comedy,4134992,Heart Condition,R,2/2/1990,100,5.6,Bob Hoskins,2613,James D. Parriott,1990
0,Touchstone Pictures,France,Peter Weir,Comedy,29888235,Green Card,PG-13,2/1/1991,103,6.2,Gйrard Depardieu,19613,Peter Weir,1990
10000000,Universal Pictures,USA,Spike Lee,Drama,16153600,Mo' Better Blues,R,8/3/1990,129,6.6,Denzel Washington,8969,Spike Lee,1990
0,In-Gear Film,Hong Kong,Kar-Wai Wong,Crime,141864,Days of Being Wild,UNRATED,12/15/1990,100,7.6,Leslie Cheung,13450,Jeffrey Lau,1990
23000000,Metro-Goldwyn-Mayer (MGM),USA,Martin Ritt,Drama,5820015,Stanley & Iris,PG-13,2/9/1990,104,6.3,Jane Fonda,5877,Pat Barker,1990
22000000,Nova International Films,USA,David Green,Action,14760451,Fire Birds,PG-13,5/25/1990,85,4.7,Nicolas Cage,5036,Step Tyner,1990
7000000,Epic Productions,USA,Curtis Hanson,Drama,12626043,Bad Influence,R,3/9/1990,99,6.2,Rob Lowe,6062,David Koepp,1990
0,Hollywood Pictures,USA,Arthur Hiller,Comedy,20005435,Taking Care of Business,R,8/17/1990,108,6.4,Jim Belushi,6535,Jill Mazursky,1990
0,British Screen Productions,UK,Mike Leigh,Comedy,1516414,Life Is Sweet,R,1991-12,103,7.5,Alison Steadman,6911,Mike Leigh,1990
0,British Broadcasting Corporation (BBC),UK,Anthony Minghella,Comedy,1554742,Truly Madly Deeply,PG,5/24/1991,106,7.3,Juliet Stevenson,6378,Anthony Minghella,1990
25000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Adventure,2075084,The Sheltering Sky,R,12/12/1990,138,6.8,Debra Winger,9389,Paul Bowles,1990
0,Kanoon,Iran,Abbas Kiarostami,Biography,2670,Close-Up,NOT RATED,10/30/1991,98,8.3,Mohsen Makhmalbaf,10254,Abbas Kiarostami,1990
40000000,Mirage Enterprises,USA,Sydney Pollack,Drama,9243140,Havana,R,12/14/1990,144,6.1,Robert Redford,6021,Judith Rascoe,1990
0,Incorporated Television Company (ITC),UK,Jim Abrahams,Comedy,3989297,"Welcome Home, Roxy Carmichael",PG-13,10/12/1990,95,5.9,Winona Ryder,4051,Karen Leigh Hopkins,1990
0,Lambart Productions,France,Patrice Leconte,Comedy,1155800,The Hairdresser's Husband,R,10/3/1990,82,7.4,Jean Rochefort,7465,Claude Klotz,1990
0,Carolco Pictures,USA,Bob Logan,Comedy,1382462,Repossessed,PG-13,9/14/1990,80,4.8,Leslie Nielsen,6879,Bob Logan,1990
0,60/80 Productions,USA,Franco Amurri,Action,6488144,Flashback,R,2/2/1990,108,6.2,Dennis Hopper,4152,David Loughery,1990
0,Orion Pictures,USA,Roger Donaldson,Comedy,27627310,Cadillac Man,R,5/18/1990,97,5.6,Robin Williams,11388,Ken Friedman,1990
0,Cannon Group,USA,Cedric Sundstrom,Action,358047,American Ninja 4: The Annihilation,R,3/8/1991,99,3.8,Michael Dudikoff,3660,Gideon Amir,1990
9000000,ADC Films,Italy,Dario Argento,Horror,349618,Two Evil Eyes,R,10/25/1991,120,6.1,Adrienne Barbeau,4726,Dario Argento,1990
12000000,Orion Pictures,USA,Woody Allen,Comedy,7331647,Alice,PG-13,1/10/1991,106,6.6,Mia Farrow,11331,Woody Allen,1990
0,Universal Pictures,USA,William Friedkin,Drama,17037887,The Guardian,R,4/27/1990,92,5.3,Jenny Seagrove,4004,Dan Greenburg,1990
0,Carolco Pictures,USA,Peter Hyams,Action,10873237,Narrow Margin,R,9/21/1990,97,6.6,Gene Hackman,6377,Peter Hyams,1990
24000000,Malpaso Productions,USA,Clint Eastwood,Adventure,2319124,White Hunter Black Heart,PG,9/14/1990,112,6.7,Clint Eastwood,9279,Peter Viertel,1990
0,Cannon Films,USA,Aaron Norris,Action,6698361,Delta Force 2: The Colombian Connection,R,8/24/1990,111,4.7,Chuck Norris,5538,James Bruner,1990
225000,Westerly Films,USA,Whit Stillman,Comedy,2938208,Metropolitan,PG-13,8/3/1990,98,7.5,Carolyn Farina,7776,Whit Stillman,1990
700000,Channel Four Films,UK,Hal Hartley,Comedy,356122,Trust,R,9/20/1991,107,7.5,Adrienne Shelly,7712,Hal Hartley,1990
0,Hemdale,UK,Malcolm Mowbray,Comedy,1171762,The Boyfriend School,PG-13,9/21/1990,100,5.9,Steve Guttenberg,1943,Sarah Bird,1990
0,Filmation Associates,USA,John Howley,Family,3299382,Happily Ever After,G,5/28/1993,75,5.1,Edward Asner,1876,Martha Moran,1990
2000000,Concorde Pictures,USA,Adam Simon,Horror,1627955,Brain Dead,R,1/19/1990,85,6.1,Bill Pullman,2792,Charles Beaumont,1990
0,Regency International Pictures,USA,Sidney Lumet,Crime,11207891,Q & A,R,4/27/1990,132,6.5,Nick Nolte,4235,Edwin Torres,1990
0,TriStar Pictures,USA,Barry Levinson,Drama,15740796,Avalon,PG,10/19/1990,128,7.3,Aidan Quinn,5052,Barry Levinson,1990
0,"Movie Group, The",USA,Martin Sheen,Drama,2070871,Cadence,PG-13,2/15/1991,97,6.6,Charlie Sheen,4621,Dennis Shryack,1990
0,Carolco Pictures,USA,Bob Rafelson,Adventure,4011793,Mountains of the Moon,R,2/23/1990,136,7.3,Patrick Bergin,2938,William Harrison,1990
0,Universal Pictures,USA,Sidney Poitier,Comedy,24707633,Ghost Dad,PG,6/29/1990,83,4.3,Bill Cosby,6587,Brent Maddock,1990
0,Hibiscus Films,New Zealand,Jane Campion,Biography,1054638,An Angel at My Table,R,9/20/1990,158,7.6,Kerry Fox,5390,Janet Frame,1990
0,Paramount Pictures,USA,Tony Bill,Comedy,13236513,Crazy People,R,4/13/1990,90,5.9,Dudley Moore,3612,Mitch Markowitz,1990
0,Cannon Films,USA,Joel Silberg,Drama,4263112,Lambada,PG,3/16/1990,104,3.2,J. Eddie Peck,860,Joel Silberg,1990
0,Touchstone Pictures,USA,John R. Cherry III,Comedy,25029569,Ernest Goes to Jail,PG,4/6/1990,81,5.4,Jim Varney,7766,Charlie Cohen,1990
10000000,Interscope Communications,USA,Robert Resnikoff,Crime,22424195,The First Power,R,4/6/1990,98,5.7,Lou Diamond Phillips,2847,Robert Resnikoff,1990
0,Belbo Films,France,Robert Altman,Biography,2231274,Vincent & Theo,PG-13,4/27/1990,133,7.1,Tim Roth,3036,Julian Mitchell,1990
3000000,Silver Screen Partners IV,USA,Patrick Read Johnson,Adventure,15369573,Spaced Invaders,PG,4/27/1990,100,5.3,Douglas Barr,2760,Patrick Read Johnson,1990
0,Cine-Source,USA,Peter Bogdanovich,Drama,2268181,Texasville,R,9/28/1990,123,6,Jeff Bridges,2071,Larry McMurtry,1990
0,Avenue Pictures,USA,James Foley,Crime,2678414,"After Dark, My Sweet",R,8/24/1990,114,6.6,Jason Patric,2695,Jim Thompson,1990
0,Epic Productions,USA,Rich Correll,Action,8533973,Ski Patrol,PG,1/12/1990,91,5.4,Roger Rose,2899,Steven Long Mitchell,1990
350000,Concorde Pictures,USA,Sally Mattison,Comedy,1242995,Slumber Party Massacre III,R,9/7/1990,87,4.4,Keely Christian,1781,Catherine Cyran,1990
0,Paisley Park Films,USA,Prince,Drama,4562778,Graffiti Bridge,PG-13,11/2/1990,95,4.3,Prince,1462,Prince,1990
0,Aurora,USA,Peter Israelson,Comedy,449868,Side Out,PG-13,3/30/1990,100,5.5,C. Thomas Howell,1514,David Thoreau,1990
0,Hanna-Barbera Productions,USA,Joseph Barbera,Animation,10900000,Jetsons: The Movie,G,7/6/1990,82,5.5,George O'Hanlon,3913,Dennis Marks,1990
0,"Geffen Company, The",USA,Paul Brickman,Drama,6070725,Men Don't Leave,PG-13,2/23/1990,115,6.7,Jessica Lange,2077,Barbara Benedek,1990
0,Central Cinema Company Film (CCC),Germany,Agnieszka Holland,Drama,5575738,Europa Europa,R,11/14/1990,112,7.7,Solomon Perel,12706,Paul Hengge,1990
0,HandMade Films,UK,Jonathan Lynn,Comedy,10959015,Nuns on the Run,PG-13,3/30/1990,89,5.9,Eric Idle,6610,Jonathan Lynn,1990
15000000,TriStar Pictures,USA,Bob Clark,Action,5585154,Loose Cannons,R,2/9/1990,94,4.8,Gene Hackman,3785,Richard Christian Matheson,1990
0,"Samuel Goldwyn Company, The",USA,John Erman,Drama,20240128,Stella,PG-13,2/2/1990,109,6,Bette Midler,2013,Olive Higgins Prouty,1990
0,21st Century Film Corporation,USA,Greydon Clark,Drama,1823154,The Forbidden Dance,PG-13,3/16/1990,97,3.4,Laura Harring,1340,Menahem Golan,1990
0,Cineplex-Odeon Films,UK,James Ivory,Drama,7698010,Mr. & Mrs. Bridge,PG-13,1/18/1991,126,6.7,Paul Newman,2427,Evan S. Connell,1990
0,Boy of the Year,USA,Tom Ropelewski,Comedy,21036771,Madhouse,PG-13,2/16/1990,90,5.3,Richard Alexander,2370,Tom Ropelewski,1990
0,Dave Bell Associates,USA,Richard Pearce,Drama,4803039,The Long Walk Home,PG,4/12/1991,97,7.3,Sissy Spacek,2789,John Cork,1990
0,Hemdale,UK,Ken Loach,Drama,1030938,Hidden Agenda,R,1991-01,108,7,Frances McDormand,2832,Jim Allen,1990
0,New Line Cinema,USA,Robert Shaye,Comedy,1382259,Book of Love,R,2/1/1991,100,6.1,Chris Young,893,William Kotzwinkle,1990
0,Touchstone Pictures,USA,Alan Alda,Comedy,19740070,Betsy's Wedding,R,6/22/1990,94,5.6,Alan Alda,2976,Alan Alda,1990
0,Morgan Creek Productions,USA,Joe Roth,Comedy,715983,Coupe de Ville,PG-13,3/9/1990,99,6.7,Patrick Dempsey,1927,Mike Binder,1990
0,Brigand Films,USA,Jan Egleson,Comedy,3417056,A Shock to the System,R,3/23/1990,88,6.7,Michael Caine,3330,Simon Brett,1990
0,Duffy Films,USA,Leonard Nimoy,Comedy,8141292,Funny About Love,PG-13,9/21/1990,101,4.9,Gene Wilder,1033,Bob Greene,1990
0,Castle Rock Entertainment,USA,Carl Reiner,Comedy,17854930,Sibling Rivalry,PG-13,10/26/1990,87,5.4,Kirstie Alley,2115,Martha Goldhirsh,1990
6500000,Vision PDG,USA,Tibor Takбcs,Fantasy,2032973,Gate 2: The Trespassers,R,2/28/1992,90,4.7,Louis Tripp,1308,Michael Nankin,1990
11500000,The Mount Company,USA,Roger Corman,Drama,334748,Roger Corman's Frankenstein Unbound,R,11/2/1990,85,5.5,John Hurt,3088,Brian Aldiss,1990
0,Erre Produzioni,Italy,Giuseppe Tornatore,Drama,1745470,Everybody's Fine,PG-13,5/31/1991,118,7.8,Marcello Mastroianni,2821,Massimo De Rita,1990
0,Twentieth Century Fox Film Corporation,USA,Alan Parker,Drama,847306,Come See the Paradise,R,1991-01,138,6.7,Dennis Quaid,2198,Alan Parker,1990
5000000,Cinemarque Entertainment,USA,Michael Lehmann,Comedy,485772,Meet the Applegates,R,2/1/1991,90,5.4,Ed Begley Jr.,1819,Michael Lehmann,1990
0,Unity Pictures,Australia,Michael Gottlieb,Comedy,458996,The Shrimp on the Barbie,PG-13,8/31/1990,90,5.6,Cheech Marin,985,Grant Morris,1990
0,Bandai Visual Company,Japan,Takeshi Kitano,Action,1471,Boiling Point,NOT RATED,11/19/1999,96,6.8,Takeshi Kitano,4920,Takeshi Kitano,1990
0,Lacewood Productions,Canada,Paul Schibli,Animation,1781694,El prнncipe Cascanueces,G,11/21/1990,100,6.9,Kiefer Sutherland,1698,E.T.A. Hoffmann,1990
0,Concorde-New Horizons,USA,Kristine Peterson,Drama,2415312,Body Chemistry,R,3/9/1990,84,4.4,Marc Singer,332,Jackson Barr,1990
242000,Park-Schilling Productions Inc.,USA,Michael Rissi,Fantasy,233150,Soultaker,R,10/26/1990,94,2.3,Joe Estevez,3359,Vivian Schilling,1990
0,Atlas,USA,Bernt Amadeus Capra,Drama,774048,Mindwalk,PG,12/5/1991,112,7.6,Liv Ullmann,2484,Bernt Amadeus Capra,1990
0,Touchstone Pictures,USA,John Boorman,Comedy,1106475,Where the Heart Is,R,2/23/1990,107,6.2,Dabney Coleman,1333,Telsche Boorman,1990
0,Palace Pictures,UK,David Leland,Crime,59227,Crossing the Line,R,8/31/1990,116,5.8,Kenny Ireland,881,Don MacPherson,1990
0,Imagine Films Entertainment,USA,Donald Petrie,Comedy,11359129,Opportunity Knocks,PG-13,3/30/1990,103,6,Dana Carvey,2385,Mitchel Katlin,1990
0,Bonded Filmworks,USA,James Bond III,Horror,2218579,Def by Temptation,R,5/11/1990,95,4.4,James Bond III,959,James Bond III,1990
0,Not specified,USA,Katt Shea,Action,1510053,Streets,R,1/19/1990,100,6,Christina Applegate,564,Andy Ruben,1990
0,Odyssey,USA,Jon Amiel,Comedy,1794001,Tune in Tomorrow...,PG-13,11/2/1990,107,6.2,Barbara Hershey,1518,Mario Vargas Llosa,1990
0,China Film Co-Production Corporation,China,Yimou Zhang,Drama,1986433,Ju Dou,PG-13,1991-04,95,7.8,Li Gong,6221,Heng Liu,1990
0,Filmverlag der Autoren,West Germany,Michael Verhoeven,Comedy,2281569,The Nasty Girl,PG-13,1991-03,100,7.5,Lena Stolze,2133,Michael Verhoeven,1990
0,Epic Productions,USA,Christopher Leitch,Family,1393610,Courage Mountain,PG,2/16/1990,100,5.8,Juliette Caton,605,Fred Brogger,1990
10000000,Twentieth Century Fox Film Corporation,USA,Richard Benjamin,Action,2346150,Downtown,R,1/12/1990,96,5.7,Anthony Edwards,1508,Nat Mauldin,1990
0,Aurora Productions LLC,USA,John Frankenheimer,Drama,1305887,The Fourth War,R,3/23/1990,91,5.7,Roy Scheider,1084,Stephen Peters,1990
0,SVS Films,USA,Charles Burnett,Drama,1161135,To Sleep with Anger,PG,10/12/1990,102,7.2,Danny Glover,868,Charles Burnett,1990
0,Concorde-New Horizons,USA,Jim Wynorski,Horror,1547867,The Haunting of Morella,R,2/9/1990,82,3.9,Nicole Eggert,543,Edgar Allan Poe,1990
0,Warner Bros.,USA,Sondra Locke,Crime,2544504,Impulse,R,4/6/1990,109,5.7,Theresa Russell,969,John DeMarco,1990
0,Gladden Entertainment,USA,Gregg Champion,Comedy,4010647,Short Time,PG-13,5/4/1990,97,6.4,Dabney Coleman,1667,John Blumenthal,1990
0,Gaumont,France,Yves Robert,Adventure,1477071,My Mother's Castle,PG,1991-09,98,7.6,Julien Ciamaca,4012,Marcel Pagnol,1990
0,Twentieth Century Fox Film Corporation,USA,Marisa Silver,Drama,1224605,Vital Signs,R,4/13/1990,100,5.4,Adrian Pasdar,604,Larry Ketron,1990
0,Recorded Picture Company (RPC),UK,Karel Reisz,Drama,1372350,Everybody Wins,R,1/19/1990,97,5,Debra Winger,892,Arthur Miller,1990
0,Iberoamericana Films Internacional,Spain,Carlos Saura,Comedy,299090,"ЎAy, Carmela!",PG-13,5/30/1991,102,7.2,Carmen Maura,1831,Rafael Azcona,1990
0,Avenue Pictures Productions,USA,Bruce Beresford,Drama,1464242,Mister Johnson,PG-13,1991-04,101,6.5,Pierce Brosnan,740,William Boyd,1990
0,David Blocker Productions,USA,Alan Rudolph,Comedy,1436308,Love at Large,R,3/9/1990,97,5.8,Tom Berenger,967,Alan Rudolph,1990
0,Parakletus,USA,James F. Collier,Biography,4212828,China Cry: A True Story,PG-13,11/2/1990,101,7,Julia Nickson,429,Nora Lam,1990
0,Sharmhill Productions,Canada,Steven Hilliard Stern,Crime,10468,Love & Murder,R,11/8/1991,87,4.4,Todd Waring,27,Steven Hilliard Stern,1990
0,Forna Productions,USA,Bruno Barreto,Drama,152982,A Show of Force,R,5/11/1990,95,5.2,Amy Irving,584,Anne Nelson,1990
0,Compagnie Eric Rohmer (CER),France,Йric Rohmer,Comedy,201332,A Tale of Springtime,PG,4/4/1990,108,7.4,Anne Teyssиdre,2643,Йric Rohmer,1990
0,Alexandre Films,France,Diane Kurys,Drama,805462,C'est la vie,Not specified,1990-11,110,6.3,Nathalie Baye,512,Diane Kurys,1990
0,Nouvelles Йditions de Films (NEF),France,Louis Malle,Comedy,1576702,May Fools,R,1990-07,100,7.2,Miou-Miou,2071,Louis Malle,1990
0,"Rank Organisation, The",UK,Michael Tuchner,Comedy,113014,The Misadventures of Mr. Wilt,R,1/12/1990,92,6.3,Griff Rhys Jones,806,Tom Sharpe,1990
0,Gaumont,France,Yves Robert,Adventure,1710856,My Father's Glory,G,1991-08,105,7.6,Philippe Caubиre,5179,Louis Nucйra,1990
0,Tйlйma,France,Йtienne Chatiliez,Comedy,604624,Auntie Danielle,PG-13,5/17/1991,100,7.3,Tsilla Chelton,2759,Florence Quentin,1990
0,Artist Circle Entertainment,USA,Jack Fisk,Comedy,1373728,Daddy's Dyin'... Who's Got the Will?,PG-13,5/4/1990,95,5.8,Beau Bridges,651,Del Shores,1990
0,Antea Cinematografica,Switzerland,Xavier Koller,Drama,261718,Journey of Hope,PG,4/26/1991,100,7.6,Necmettin Зobanoglu,1512,Xavier Koller,1990
0,Concorde-New Horizons,Peru,Augusto Tamayo San Romбn,Action,410880,Ultra Warrior,R,3/16/1990,100,1.6,Dack Rambo,661,Len Jenkin,1990
0,Ellendale Place,USA,Eric Karson,Action,855810,Angel Town,R,2/23/1990,102,5,Olivier Gruner,425,S. Warren,1990
0,Epic Productions,USA,Christopher Monger,Comedy,808690,Waiting for the Light,PG,11/2/1990,94,6,Shirley MacLaine,340,Christopher Monger,1990
0,Orion Pictures,USA,John Mackenzie,Action,1531489,The Last of the Finest,R,3/9/1990,106,5.7,Brian Dennehy,879,Jere Cunningham,1990
0,Cinephile,Canada,Guy Maddin,Comedy,33308,Archangel,Not specified,9/1/1990,90,6.8,Michael Gottli,1001,John B. Harvie,1990
0,Arthur Goldblatt Productions,USA,William Reilly,Drama,139155,Men of Respect,R,1/18/1991,113,5.3,John Turturro,660,William Reilly,1990
0,British Broadcasting Corporation (BBC),UK,James Scott,Comedy,541626,Strike It Rich,PG,1/26/1990,87,5.1,Robert Lindsay,125,Graham Greene,1990
42000000,Haruki Kadokawa Films,Japan,Haruki Kadokawa,Action,307775,Heaven and Earth,PG-13,2/8/1991,104,7.1,Takaaki Enoki,792,Haruki Kadokawa,1990
0,GEA Cinematogrбfica,Argentina,Marнa Luisa Bemberg,Drama,52148,"I, the Worst of All",R,11/24/1995,105,7.1,Assumpta Serna,504,Marнa Luisa Bemberg,1990
0,Bonkers,USA,Dyan Cannon,Drama,115983,The End of Innocence,R,9/5/1991,100,5.6,Dyan Cannon,139,Dyan Cannon,1990
0,ASK Eurofilm,Soviet Union,Pavel Lungin,Comedy,169410,Taxi Blues,Not specified,1/18/1991,110,7.5,Pyotr Mamonov,1276,Pavel Lungin,1990
0,Multicom Entertainment Group,USA,Sig Shore,Action,610402,The Return of Superfly,R,11/9/1990,95,5,Nathan Purdee,232,Anthony Wisdom,1990
0,BSB,UK,Bernard Rose,Crime,85395,Chicago Joe and the Showgirl,R,7/27/1990,103,4.9,Emily Lloyd,587,David Yallop,1990
19000000,Strong Heart/Demme Production,USA,Jonathan Demme,Crime,130742922,The Silence of the Lambs,R,2/14/1991,118,8.6,Jodie Foster,990212,Thomas Harris,1991
102000000,Carolco Pictures,USA,James Cameron,Action,204843350,Terminator 2: Judgment Day,R,7/3/1991,137,8.5,Arnold Schwarzenegger,813779,James Cameron,1991
25000000,Walt Disney Pictures,USA,Gary Trousdale,Animation,218967620,Beauty and the Beast,G,11/22/1991,84,8,Paige O'Hara,344844,Linda Woolverton,1991
6500000,Columbia Pictures Corporation,USA,John Singleton,Crime,57504069,Boyz n the Hood,R,7/12/1991,112,7.8,Cuba Gooding Jr.,102317,John Singleton,1991
30000000,Metro-Goldwyn-Mayer (MGM),USA,Barry Sonnenfeld,Comedy,113502000,The Addams Family,PG-13,11/22/1991,99,6.8,Anjelica Huston,104334,Charles Addams,1991
11000000,Universal Pictures,USA,Jon Avnet,Drama,82418501,Fried Green Tomatoes,PG-13,1/24/1992,130,7.7,Kathy Bates,55887,Fannie Flagg,1991
70000000,Amblin Entertainment,USA,Steven Spielberg,Adventure,119654823,Hook,PG,12/11/1991,142,6.7,Dustin Hoffman,196513,J.M. Barrie,1991
24000000,Largo Entertainment,Japan,Kathryn Bigelow,Action,43218387,Punto de quiebra,R,7/12/1991,122,7.2,Patrick Swayze,124027,Rick King,1991
16500000,Pathй Entertainment,USA,Ridley Scott,Adventure,45361000,Thelma & Louise,R,5/24/1991,130,7.4,Susan Sarandon,109801,Callie Khouri,1991
35000000,Amblin Entertainment,USA,Martin Scorsese,Crime,79100000,Cape Fear,R,11/15/1991,128,7.3,Robert De Niro,138370,John D. MacDonald,1991
17000000,Columbia Pictures Corporation,USA,Howard Zieff,Comedy,59847242,My Girl,PG-13,11/27/1991,102,6.8,Anna Chlumsky,60391,Laurice Elehwany,1991
48000000,Warner Bros.,USA,Kevin Reynolds,Action,165500000,Robin Hood: Prince of Thieves,PG-13,6/14/1991,143,6.9,Kevin Costner,154125,Pen Densham,1991
0,Beacon Communications,Ireland,Alan Parker,Comedy,14919570,The Commitments,R,9/13/1991,118,7.6,Robert Arkins,27784,Roddy Doyle,1991
13000000,Universal Pictures,UK,Jack Bender,Action,14960255,Child's Play 3,R,8/30/1991,90,5,Justin Whalin,27550,Don Mancini,1991
11000000,Columbia Pictures Corporation,USA,William A. Graham,Adventure,2807854,Return to the Blue Lagoon,PG-13,8/2/1991,102,5.1,Brian Krause,15262,Henry De Vere Stacpoole,1991
30000000,Paramount Pictures,USA,Nicholas Meyer,Action,74888996,Star Trek VI: The Undiscovered Country,PG,12/6/1991,113,7.2,William Shatner,59567,Gene Roddenberry,1991
40000000,Warner Bros.,France,Oliver Stone,Drama,70405498,JFK,R,12/20/1991,189,8,Kevin Costner,121533,Oliver Stone,1991
9000000,Circle Films,USA,Joel Coen,Comedy,6153939,Barton Fink,R,8/21/1991,116,7.7,John Turturro,96089,Joel Coen,1991
35000000,Walt Disney Pictures,USA,Joe Johnston,Action,46704056,The Rocketeer,PG,6/21/1991,108,6.4,Billy Campbell,45621,Dave Stevens,1991
16000000,Recorded Picture Company (RPC),Canada,David Cronenberg,Drama,2541541,Naked Lunch,R,4/24/1992,115,7.1,Peter Weller,39143,William S. Burroughs,1991
0,Touchstone Pictures,USA,Charles Shyer,Comedy,89325780,Father of the Bride,PG,12/20/1991,105,6.5,Steve Martin,58569,Frances Goodrich,1991
26000000,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,69467617,Hot Shots!,PG-13,7/31/1991,84,6.7,Charlie Sheen,85058,Jim Abrahams,1991
40000000,Applied Action,USA,Dan Aykroyd,Comedy,8479793,Nothing But Trouble,PG-13,2/15/1991,94,4.9,Chevy Chase,18672,Peter Aykroyd,1991
0,Constellation,France,Marc Caro,Comedy,1794187,Delicatessen,R,4/3/1992,99,7.7,Marie-Laure Dougnac,70220,Jean-Pierre Jeunet,1991
15000000,Universal Pictures,USA,Brian Levant,Comedy,25104700,Problem Child 2,PG-13,7/3/1991,93,4.6,John Ritter,17894,Scott Alexander,1991
35000000,Touchstone Pictures,USA,Frank Oz,Comedy,63710000,What About Bob?,PG,5/17/1991,99,7,Bill Murray,53791,Alvin Sargent,1991
2500000,New Line Cinema,USA,Gus Van Sant,Drama,6401336,My Own Private Idaho,R,7/20/1991,104,7.1,River Phoenix,40101,Gus Van Sant,1991
27000000,Castle Rock Entertainment,USA,Ron Underwood,Comedy,124033791,City Slickers,PG-13,6/7/1991,113,6.7,Billy Crystal,41443,Lowell Ganz,1991
38000000,Bill Graham Films,USA,Oliver Stone,Biography,35183792,The Doors,R,3/1/1991,140,7.2,Val Kilmer,72491,Randall Jahnson,1991
24000000,TriStar Pictures,USA,Terry Gilliam,Comedy,41895491,The Fisher King,R,9/27/1991,137,7.6,Jeff Bridges,67814,Richard LaGravenese,1991
29000000,Geffen Pictures,USA,Tony Scott,Action,59509925,The Last Boy Scout,R,12/13/1991,105,6.9,Bruce Willis,80307,Shane Black,1991
75000000,Imagine Films Entertainment,USA,Ron Howard,Action,77868585,Backdraft,R,5/24/1991,137,6.7,Kurt Russell,61711,Gregory Widen,1991
19000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,101599005,Sleeping with the Enemy,R,2/8/1991,99,6.2,Julia Roberts,40443,Nancy Price,1991
0,Home Box Office (HBO),USA,Stephen Herek,Comedy,25196249,Don't Tell Mom the Babysitter's Dead,PG-13,6/7/1991,102,6.1,Christina Applegate,23117,Neil Landau,1991
6000000,Universal Pictures,USA,Wes Craven,Comedy,24204154,The People Under the Stairs,R,11/1/1991,102,6.3,Brandon Quintin Adams,25742,Wes Craven,1991
0,Metro-Goldwyn-Mayer (MGM),USA,Robert Mulligan,Drama,2853801,The Man in the Moon,PG-13,10/4/1991,99,7.4,Sam Waterston,12973,Jenny Wingfield,1991
10000000,TriStar Pictures,USA,Daniel Petrie Jr.,Action,15073942,Toy Soldiers,R,4/26/1991,111,6.5,Sean Astin,17063,William P. Kennedy,1991
8500000,Warner Bros.,USA,Mario Van Peebles,Action,47624253,New Jack City,R,3/8/1991,97,6.6,Wesley Snipes,25867,Thomas Lee Wright,1991
